Sequence,Event,EventCat
0,0,11
0,1,2
0,2,0
0,3,1
0,4,0
0,5,11
0,6,1
0,7,11
0,8,0
0,9,1
0,10,0
0,11,1
0,12,0
0,13,11
0,14,1
0,15,0
0,16,1
0,17,0
0,18,1
0,19,2
0,20,0
0,21,1
0,22,0
0,23,1
0,24,11
0,25,0
0,26,1
0,27,0
0,28,1
0,29,0
0,30,1
0,31,0
0,32,1
0,33,0
0,34,1
0,35,2
0,36,0
0,37,11
0,38,1
0,39,0
0,40,1
0,41,0
0,42,1
0,43,0
0,44,11
0,45,1
0,46,0
0,47,11
0,48,1
0,49,0
0,50,1
0,51,11
0,52,0
0,53,1
0,54,2
0,55,0
0,56,11
0,57,1
0,58,0
0,59,1
0,60,0
0,61,11
0,62,1
0,63,0
0,64,1
0,65,0
0,66,1
0,67,0
0,68,1
0,69,11
0,70,0
0,71,11
0,72,1
0,73,11
0,74,2
0,75,0
0,76,1
0,77,0
0,78,1
0,79,0
0,80,1
0,81,0
0,82,1
0,83,11
0,84,0
0,85,1
0,86,10
0,87,1
0,88,0
0,89,1
0,90,2
0,91,0
0,92,1
0,93,0
0,94,1
0,95,0
0,96,11
0,97,1
0,98,0
0,99,11
0,100,1
0,101,11
0,102,0
0,103,1
0,104,0
0,105,1
0,106,0
0,107,1
0,108,2
0,109,11
0,110,0
0,111,1
0,112,0
0,113,1
0,114,0
0,115,11
0,116,1
0,117,0
0,118,1
0,119,0
0,120,1
0,121,0
0,122,1
0,123,0
0,124,11
0,125,1
0,126,2
0,127,0
0,128,1
0,129,0
0,130,11
0,131,1
0,132,0
0,133,11
0,134,1
0,135,0
0,136,1
0,137,0
0,138,11
0,139,1
0,140,11
0,141,10
0,142,1
0,143,0
0,144,1
0,145,2
0,146,0
0,147,1
0,148,0
0,149,1
0,150,0
0,151,11
0,152,1
0,153,0
0,154,1
0,155,0
0,156,1
0,157,11
0,158,0
0,159,1
0,160,0
0,161,1
0,162,2
0,163,0
0,164,1
0,165,10
0,166,11
0,167,1
0,168,0
0,169,1
0,170,0
0,171,1
0,172,0
0,173,1
0,174,0
0,175,11
0,176,1
0,177,11
0,178,0
0,179,1
0,180,11
0,181,2
0,182,0
0,183,1
0,184,0
0,185,1
0,186,0
0,187,1
0,188,0
0,189,11
0,190,1
0,191,0
0,192,1
0,193,0
0,194,1
0,195,11
0,196,0
0,197,1
0,198,2
0,199,0
0,200,1
0,201,11
0,202,0
0,203,11
0,204,1
0,205,0
0,206,1
0,207,0
0,208,1
0,209,0
0,210,1
0,211,0
0,212,1
0,213,0
0,214,1
0,215,11
0,216,2
0,217,0
0,218,1
0,219,11
0,220,10
0,221,11
0,222,1
0,223,0
0,224,1
0,225,0
0,226,11
0,227,1
0,228,0
0,229,11
0,230,1
0,231,0
0,232,1
0,233,0
0,234,1
0,235,2
0,236,0
0,237,1
0,238,0
0,239,1
1,0,0
1,1,1
1,2,0
1,3,1
1,4,0
1,5,1
1,6,11
1,7,0
1,8,11
1,9,1
1,10,0
1,11,1
1,12,0
1,13,1
1,14,11
1,15,0
1,16,1
1,17,0
1,18,1
1,19,11
1,20,0
1,21,1
1,22,11
1,23,0
1,24,1
1,25,0
1,26,1
1,27,0
1,28,1
1,29,0
1,30,1
1,31,0
1,32,1
1,33,0
1,34,1
1,35,0
1,36,11
1,37,1
1,38,0
1,39,11
1,40,1
1,41,0
1,42,1
1,43,0
1,44,1
1,45,11
1,46,0
1,47,1
1,48,0
1,49,1
1,50,0
1,51,1
1,52,0
1,53,11
1,54,1
1,55,0
1,56,1
1,57,11
1,58,0
1,59,1
1,60,0
1,61,1
1,62,0
1,63,1
1,64,0
1,65,1
1,66,11
1,67,0
1,68,1
1,69,11
1,70,0
1,71,1
1,72,11
1,73,0
1,74,1
1,75,0
1,76,1
1,77,0
1,78,11
1,79,1
1,80,0
1,81,1
1,82,0
1,83,1
1,84,0
1,85,1
1,86,0
1,87,1
1,88,11
1,89,0
1,90,1
1,91,0
1,92,1
1,93,11
1,94,0
1,95,1
1,96,0
1,97,1
1,98,11
1,99,0
1,100,10
1,101,0
1,102,1
1,103,0
1,104,1
1,105,0
1,106,1
1,107,11
1,108,0
1,109,11
1,110,1
1,111,0
1,112,1
1,113,0
1,114,1
1,115,10
1,116,11
1,117,1
1,118,0
1,119,1
1,120,0
1,121,11
1,122,1
1,123,0
1,124,1
1,125,0
1,126,1
1,127,0
1,128,1
1,129,0
1,130,1
1,131,0
1,132,1
1,133,0
1,134,1
1,135,0
1,136,1
1,137,11
1,138,0
1,139,1
1,140,0
1,141,11
1,142,1
1,143,0
1,144,11
1,145,1
1,146,11
1,147,0
1,148,1
1,149,0
1,150,11
1,151,1
1,152,0
1,153,1
1,154,10
1,155,1
1,156,11
1,157,0
1,158,1
1,159,11
1,160,0
1,161,1
1,162,0
1,163,1
1,164,0
1,165,11
1,166,1
1,167,0
1,168,1
1,169,11
1,170,0
1,171,1
1,172,0
1,173,1
1,174,0
1,175,1
1,176,0
1,177,1
1,178,0
1,179,1
1,180,0
1,181,1
1,182,0
1,183,1
1,184,0
1,185,1
1,186,0
1,187,1
1,188,11
1,189,0
1,190,11
1,191,1
1,192,0
1,193,1
1,194,0
1,195,1
1,196,0
1,197,10
1,198,0
1,199,1
1,200,0
1,201,1
1,202,11
1,203,0
1,204,1
1,205,11
1,206,0
1,207,11
1,208,1
1,209,0
1,210,1
1,211,0
1,212,1
1,213,11
1,214,0
1,215,1
1,216,11
1,217,0
1,218,1
1,219,0
1,220,1
1,221,0
1,222,1
1,223,11
1,224,0
1,225,1
1,226,11
1,227,0
1,228,11
1,229,1
1,230,0
1,231,1
1,232,0
1,233,1
1,234,0
1,235,1
1,236,0
1,237,1
1,238,0
1,239,1
2,0,0
2,1,2
2,2,0
2,3,2
2,4,0
2,5,2
2,6,0
2,7,11
2,8,2
2,9,11
2,10,0
2,11,2
2,12,11
2,13,0
2,14,11
2,15,2
2,16,0
2,17,2
2,18,0
2,19,2
2,20,11
2,21,0
2,22,2
2,23,0
2,24,2
2,25,0
2,26,2
2,27,0
2,28,2
2,29,0
2,30,2
2,31,0
2,32,2
2,33,11
2,34,0
2,35,2
2,36,0
2,37,2
2,38,0
2,39,2
2,40,11
2,41,0
2,42,2
2,43,11
2,44,0
2,45,2
2,46,0
2,47,2
2,48,0
2,49,11
2,50,2
2,51,0
2,52,2
2,53,0
2,54,2
2,55,0
2,56,11
2,57,2
2,58,0
2,59,2
2,60,0
2,61,1
2,62,0
2,63,11
2,64,1
2,65,0
2,66,1
2,67,0
2,68,1
2,69,0
2,70,1
2,71,0
2,72,1
2,73,10
2,74,11
2,75,1
2,76,0
2,77,1
2,78,0
2,79,1
2,80,0
2,81,11
2,82,1
2,83,11
2,84,0
2,85,11
2,86,1
2,87,0
2,88,1
2,89,0
2,90,11
2,91,1
2,92,0
2,93,1
2,94,0
2,95,1
2,96,0
2,97,1
2,98,0
2,99,1
2,100,11
2,101,0
2,102,1
2,103,0
2,104,1
2,105,11
2,106,0
2,107,1
2,108,0
2,109,1
2,110,0
2,111,11
2,112,1
2,113,10
2,114,1
2,115,0
2,116,11
2,117,1
2,118,0
2,119,1
2,120,0
2,121,2
2,122,0
2,123,2
2,124,0
2,125,2
2,126,11
2,127,0
2,128,2
2,129,0
2,130,2
2,131,0
2,132,2
2,133,11
2,134,0
2,135,11
2,136,2
2,137,11
2,138,0
2,139,2
2,140,0
2,141,2
2,142,0
2,143,2
2,144,0
2,145,2
2,146,11
2,147,0
2,148,2
2,149,0
2,150,2
2,151,11
2,152,0
2,153,11
2,154,2
2,155,0
2,156,2
2,157,0
2,158,2
2,159,0
2,160,2
2,161,11
2,162,0
2,163,2
2,164,0
2,165,2
2,166,0
2,167,11
2,168,2
2,169,9
2,170,2
2,171,0
2,172,11
2,173,2
2,174,0
2,175,2
2,176,0
2,177,2
2,178,0
2,179,2
2,180,0
2,181,1
2,182,0
2,183,1
2,184,0
2,185,1
2,186,11
2,187,0
2,188,1
2,189,0
2,190,1
2,191,0
2,192,1
2,193,0
2,194,1
2,195,0
2,196,1
2,197,0
2,198,11
2,199,1
2,200,11
2,201,0
2,202,1
2,203,0
2,204,11
2,205,1
2,206,11
2,207,0
2,208,1
2,209,0
2,210,1
2,211,0
2,212,1
2,213,0
2,214,10
2,215,0
2,216,1
2,217,0
2,218,1
2,219,0
2,220,11
2,221,1
2,222,0
2,223,1
2,224,0
2,225,11
2,226,1
2,227,0
2,228,1
2,229,0
2,230,1
2,231,11
2,232,0
2,233,1
2,234,0
2,235,11
2,236,1
2,237,0
2,238,11
2,239,1
3,0,11
3,1,0
3,2,1
3,3,0
3,4,1
3,5,0
3,6,11
3,7,1
3,8,11
3,9,0
3,10,1
3,11,0
3,12,1
3,13,0
3,14,11
3,15,1
3,16,0
3,17,1
3,18,0
3,19,1
3,20,0
3,21,1
3,22,11
3,23,0
3,24,1
3,25,0
3,26,1
3,27,0
3,28,1
3,29,0
3,30,1
3,31,0
3,32,11
3,33,1
3,34,0
3,35,1
3,36,0
3,37,11
3,38,1
3,39,0
3,40,11
3,41,1
3,42,0
3,43,1
3,44,0
3,45,1
3,46,11
3,47,0
3,48,1
3,49,0
3,50,1
3,51,0
3,52,1
3,53,0
3,54,1
3,55,0
3,56,1
3,57,11
3,58,0
3,59,1
3,60,0
3,61,1
3,62,0
3,63,11
3,64,10
3,65,0
3,66,1
3,67,0
3,68,11
3,69,1
3,70,0
3,71,1
3,72,0
3,73,11
3,74,1
3,75,0
3,76,1
3,77,0
3,78,1
3,79,0
3,80,1
3,81,0
3,82,11
3,83,1
3,84,0
3,85,1
3,86,11
3,87,0
3,88,1
3,89,0
3,90,1
3,91,0
3,92,1
3,93,0
3,94,1
3,95,0
3,96,1
3,97,11
3,98,0
3,99,11
3,100,1
3,101,0
3,102,11
3,103,1
3,104,11
3,105,0
3,106,1
3,107,0
3,108,1
3,109,0
3,110,1
3,111,0
3,112,1
3,113,0
3,114,1
3,115,0
3,116,1
3,117,0
3,118,11
3,119,1
3,120,0
3,121,1
3,122,11
3,123,0
3,124,1
3,125,0
3,126,11
3,127,1
3,128,0
3,129,11
3,130,1
3,131,10
3,132,1
3,133,11
3,134,0
3,135,1
3,136,0
3,137,1
3,138,0
3,139,1
3,140,0
3,141,1
3,142,0
3,143,1
3,144,0
3,145,11
3,146,1
3,147,0
3,148,1
3,149,0
3,150,1
3,151,0
3,152,1
3,153,11
3,154,0
3,155,1
3,156,0
3,157,1
3,158,11
3,159,0
3,160,11
3,161,1
3,162,0
3,163,1
3,164,0
3,165,1
3,166,0
3,167,1
3,168,11
3,169,0
3,170,11
3,171,1
3,172,0
3,173,1
3,174,0
3,175,1
3,176,0
3,177,1
3,178,0
3,179,1
3,180,0
3,181,1
3,182,10
3,183,11
3,184,1
3,185,11
3,186,0
3,187,11
3,188,1
3,189,0
3,190,1
3,191,0
3,192,1
3,193,0
3,194,1
3,195,11
3,196,0
3,197,1
3,198,0
3,199,1
3,200,0
3,201,1
3,202,0
3,203,1
3,204,0
3,205,1
3,206,11
3,207,10
3,208,1
3,209,0
3,210,1
3,211,0
3,212,11
3,213,1
3,214,0
3,215,11
3,216,1
3,217,11
3,218,0
3,219,1
3,220,0
3,221,1
3,222,0
3,223,1
3,224,0
3,225,1
3,226,0
3,227,11
3,228,1
3,229,0
3,230,1
3,231,0
3,232,1
3,233,0
3,234,11
3,235,1
3,236,0
3,237,1
3,238,0
3,239,1
4,0,2
4,1,0
4,2,1
4,3,0
4,4,11
4,5,1
4,6,0
4,7,1
4,8,11
4,9,0
4,10,1
4,11,0
4,12,11
4,13,1
4,14,0
4,15,11
4,16,1
4,17,0
4,18,1
4,19,2
4,20,11
4,21,0
4,22,1
4,23,0
4,24,1
4,25,0
4,26,1
4,27,0
4,28,1
4,29,0
4,30,1
4,31,0
4,32,1
4,33,0
4,34,1
4,35,2
4,36,0
4,37,11
4,38,1
4,39,0
4,40,11
4,41,1
4,42,0
4,43,1
4,44,0
4,45,11
4,46,1
4,47,0
4,48,1
4,49,0
4,50,1
4,51,0
4,52,11
4,53,1
4,54,2
4,55,0
4,56,1
4,57,11
4,58,0
4,59,1
4,60,0
4,61,1
4,62,0
4,63,1
4,64,10
4,65,1
4,66,0
4,67,1
4,68,0
4,69,1
4,70,2
4,71,11
4,72,0
4,73,1
4,74,0
4,75,1
4,76,0
4,77,1
4,78,0
4,79,11
4,80,1
4,81,0
4,82,1
4,83,0
4,84,11
4,85,1
4,86,11
4,87,0
4,88,11
4,89,1
4,90,2
4,91,0
4,92,1
4,93,11
4,94,0
4,95,1
4,96,0
4,97,1
4,98,0
4,99,1
4,100,0
4,101,1
4,102,11
4,103,0
4,104,1
4,105,0
4,106,1
4,107,2
4,108,0
4,109,11
4,110,1
4,111,0
4,112,11
4,113,1
4,114,0
4,115,1
4,116,11
4,117,0
4,118,1
4,119,0
4,120,11
4,121,1
4,122,0
4,123,1
4,124,0
4,125,1
4,126,2
4,127,11
4,128,0
4,129,1
4,130,0
4,131,1
4,132,0
4,133,1
4,134,0
4,135,1
4,136,11
4,137,0
4,138,11
4,139,10
4,140,11
4,141,0
4,142,1
4,143,0
4,144,1
4,145,2
4,146,0
4,147,1
4,148,0
4,149,1
4,150,0
4,151,11
4,152,1
4,153,11
4,154,0
4,155,1
4,156,0
4,157,1
4,158,0
4,159,1
4,160,11
4,161,0
4,162,1
4,163,2
4,164,0
4,165,11
4,166,1
4,167,0
4,168,10
4,169,11
4,170,0
4,171,1
4,172,0
4,173,1
4,174,0
4,175,1
4,176,0
4,177,1
4,178,0
4,179,1
4,180,2
4,181,11
4,182,0
4,183,11
4,184,1
4,185,0
4,186,1
4,187,0
4,188,1
4,189,0
4,190,1
4,191,11
4,192,0
4,193,1
4,194,0
4,195,1
4,196,0
4,197,11
4,198,1
4,199,2
4,200,0
4,201,1
4,202,0
4,203,1
4,204,10
4,205,11
4,206,1
4,207,0
4,208,1
4,209,0
4,210,1
4,211,0
4,212,1
4,213,0
4,214,11
4,215,1
4,216,2
4,217,0
4,218,1
4,219,11
4,220,0
4,221,1
4,222,0
4,223,11
4,224,1
4,225,0
4,226,11
4,227,1
4,228,0
4,229,1
4,230,0
4,231,1
4,232,0
4,233,1
4,234,2
4,235,0
4,236,11
4,237,1
4,238,0
4,239,1
5,0,0
5,1,2
5,2,0
5,3,11
5,4,2
5,5,0
5,6,2
5,7,11
5,8,0
5,9,2
5,10,0
5,11,2
5,12,0
5,13,2
5,14,11
5,15,0
5,16,2
5,17,11
5,18,0
5,19,11
5,20,2
5,21,0
5,22,2
5,23,0
5,24,2
5,25,0
5,26,2
5,27,0
5,28,2
5,29,0
5,30,2
5,31,0
5,32,2
5,33,11
5,34,0
5,35,2
5,36,0
5,37,2
5,38,0
5,39,11
5,40,2
5,41,0
5,42,11
5,43,2
5,44,0
5,45,2
5,46,0
5,47,2
5,48,0
5,49,2
5,50,11
5,51,0
5,52,11
5,53,2
5,54,0
5,55,2
5,56,0
5,57,2
