Sequence,Event,EventCat
0,0,0
0,1,1
0,2,0
0,3,1
0,4,0
0,5,11
0,6,1
0,7,11
0,8,0
0,9,11
0,10,1
0,11,0
0,12,11
0,13,1
0,14,0
0,15,11
0,16,1
0,17,0
0,18,1
0,19,0
0,20,1
0,21,0
0,22,1
0,23,0
0,24,1
0,25,0
0,26,1
0,27,0
0,28,1
0,29,0
0,30,1
0,31,0
0,32,11
0,33,1
0,34,0
0,35,1
0,36,0
0,37,1
0,38,0
0,39,1
0,40,0
0,41,1
0,42,0
0,43,1
0,44,0
0,45,1
0,46,0
0,47,1
0,48,11
0,49,0
0,50,11
0,51,1
0,52,0
0,53,11
0,54,1
0,55,0
0,56,11
0,57,1
0,58,0
0,59,1
0,60,11
0,61,0
0,62,1
0,63,0
0,64,1
0,65,0
0,66,1
0,67,11
0,68,0
0,69,1
0,70,0
0,71,1
0,72,0
0,73,1
0,74,0
0,75,11
0,76,1
0,77,0
0,78,10
0,79,0
0,80,1
0,81,11
0,82,0
0,83,1
0,84,0
0,85,1
0,86,0
0,87,11
0,88,1
0,89,0
0,90,1
0,91,0
0,92,1
0,93,0
0,94,1
0,95,11
0,96,0
0,97,1
0,98,11
0,99,0
0,100,1
0,101,0
0,102,1
0,103,0
0,104,1
0,105,0
0,106,11
0,107,1
0,108,11
0,109,0
0,110,1
0,111,0
0,112,1
0,113,11
0,114,10
0,115,1
0,116,0
0,117,1
0,118,0
0,119,1
0,120,0
0,121,1
0,122,0
0,123,1
0,124,11
0,125,0
0,126,1
0,127,11
0,128,0
0,129,1
0,130,0
0,131,1
0,132,0
0,133,1
0,134,0
0,135,1
0,136,0
0,137,1
0,138,11
0,139,0
0,140,1
0,141,0
0,142,1
0,143,11
0,144,0
0,145,1
0,146,11
0,147,0
0,148,1
0,149,0
0,150,1
0,151,11
0,152,0
0,153,1
0,154,11
0,155,0
0,156,1
0,157,0
0,158,1
0,159,0
0,160,1
0,161,0
0,162,1
0,163,0
0,164,1
0,165,0
0,166,1
0,167,0
0,168,1
0,169,0
0,170,11
0,171,1
0,172,0
0,173,11
0,174,1
0,175,0
0,176,1
0,177,0
0,178,11
0,179,1
0,180,0
0,181,1
0,182,11
0,183,0
