Sequence,Event,EventCat
0,0,11
0,1,2
0,2,0
0,3,11
0,4,1
0,5,11
0,6,0
0,7,1
0,8,11
0,9,0
0,10,1
0,11,0
0,12,1
0,13,0
0,14,1
0,15,0
0,16,1
0,17,0
0,18,1
0,19,2
0,20,0
0,21,1
0,22,0
0,23,1
0,24,0
0,25,1
0,26,0
0,27,11
0,28,1
0,29,0
0,30,1
0,31,0
0,32,11
0,33,1
0,34,0
0,35,1
0,36,11
0,37,2
0,38,0
0,39,1
0,40,11
0,41,0
0,42,1
0,43,0
0,44,1
0,45,0
0,46,1
0,47,0
0,48,1
0,49,0
0,50,1
0,51,0
0,52,11
0,53,1
0,54,2
0,55,0
0,56,1
0,57,0
0,58,11
0,59,1
0,60,0
0,61,1
0,62,0
0,63,11
0,64,1
0,65,0
0,66,1
0,67,10
0,68,1
0,69,0
0,70,1
0,71,2
0,72,11
0,73,0
0,74,1
0,75,11
0,76,0
0,77,1
0,78,0
0,79,1
0,80,11
0,81,0
0,82,11
0,83,1
0,84,0
0,85,1
0,86,0
0,87,1
0,88,0
0,89,1
0,90,2
0,91,0
0,92,1
0,93,0
0,94,1
0,95,0
0,96,1
0,97,0
0,98,1
0,99,0
0,100,11
0,101,1
0,102,11
0,103,0
0,104,1
0,105,11
0,106,0
0,107,11
0,108,1
0,109,2
0,110,0
0,111,11
0,112,1
0,113,0
0,114,1
0,115,0
0,116,1
0,117,0
0,118,1
0,119,0
0,120,1
0,121,11
0,122,0
0,123,1
0,124,11
0,125,0
0,126,1
0,127,2
0,128,0
0,129,1
0,130,0
0,131,1
0,132,11
0,133,0
0,134,1
0,135,0
0,136,1
0,137,0
0,138,10
0,139,0
0,140,1
0,141,11
0,142,0
0,143,11
0,144,1
0,145,2
0,146,0
0,147,1
0,148,0
0,149,1
0,150,0
0,151,1
0,152,0
0,153,11
0,154,1
0,155,0
0,156,1
0,157,0
0,158,1
0,159,11
0,160,0
0,161,1
0,162,2
0,163,0
0,164,1
0,165,0
0,166,11
0,167,1
0,168,0
0,169,1
0,170,0
0,171,11
0,172,1
0,173,0
0,174,1
0,175,11
0,176,0
0,177,1
0,178,0
0,179,1
0,180,2
0,181,0
0,182,1
0,183,0
0,184,1
0,185,10
0,186,1
0,187,0
0,188,1
0,189,0
0,190,1
0,191,0
0,192,1
0,193,11
0,194,0
0,195,1
0,196,2
0,197,11
0,198,0
0,199,11
0,200,1
0,201,11
0,202,0
0,203,1
0,204,0
0,205,1
0,206,11
0,207,0
0,208,1
0,209,0
0,210,1
0,211,0
0,212,1
0,213,0
0,214,1
0,215,2
0,216,0
0,217,1
0,218,0
0,219,11
0,220,1
0,221,0
0,222,1
0,223,0
0,224,1
0,225,11
0,226,10
0,227,11
0,228,1
0,229,11
0,230,0
0,231,1
0,232,0
0,233,1
0,234,11
0,235,2
0,236,0
0,237,1
0,238,0
0,239,1
1,0,0
1,1,2
1,2,0
1,3,11
1,4,2
1,5,0
1,6,2
1,7,0
1,8,2
1,9,0
1,10,2
1,11,11
1,12,0
1,13,2
1,14,0
1,15,2
1,16,11
1,17,0
1,18,11
1,19,2
1,20,0
1,21,2
1,22,0
1,23,2
1,24,0
1,25,2
1,26,11
1,27,0
1,28,2
1,29,0
1,30,2
1,31,0
1,32,2
1,33,0
1,34,2
1,35,0
1,36,11
1,37,2
1,38,0
1,39,2
1,40,11
1,41,0
1,42,2
1,43,0
1,44,2
1,45,0
1,46,11
1,47,2
1,48,0
1,49,2
1,50,0
1,51,11
1,52,2
1,53,0
1,54,2
1,55,0
1,56,2
1,57,0
1,58,11
1,59,2
1,60,0
1,61,1
1,62,0
1,63,1
1,64,0
1,65,1
1,66,0
1,67,1
1,68,0
1,69,1
1,70,0
1,71,11
1,72,1
1,73,0
1,74,1
1,75,0
1,76,10
1,77,0
1,78,1
1,79,11
1,80,0
1,81,11
1,82,1
1,83,0
1,84,11
1,85,1
1,86,11
1,87,0
1,88,1
1,89,0
1,90,1
1,91,0
1,92,1
1,93,0
1,94,11
1,95,1
1,96,0
1,97,11
1,98,1
1,99,0
1,100,1
1,101,0
1,102,1
1,103,0
1,104,1
1,105,11
1,106,0
1,107,1
1,108,0
1,109,1
1,110,11
1,111,0
1,112,1
1,113,0
1,114,1
1,115,0
1,116,1
1,117,11
1,118,0
1,119,1
1,120,0
1,121,2
1,122,0
1,123,11
1,124,2
1,125,0
1,126,2
1,127,0
1,128,2
1,129,11
1,130,0
1,131,2
1,132,0
1,133,11
1,134,2
1,135,11
1,136,0
1,137,2
1,138,0
1,139,2
1,140,0
1,141,11
1,142,2
1,143,9
1,144,2
1,145,0
1,146,2
1,147,0
1,148,2
1,149,0
1,150,11
1,151,2
1,152,0
1,153,2
1,154,11
1,155,0
1,156,11
1,157,2
1,158,0
1,159,2
1,160,0
1,161,2
1,162,0
1,163,2
1,164,0
1,165,2
1,166,0
1,167,2
1,168,0
1,169,2
1,170,0
1,171,2
1,172,0
1,173,2
1,174,0
1,175,2
1,176,11
1,177,0
1,178,11
1,179,2
1,180,0
1,181,11
1,182,1
1,183,0
1,184,1
1,185,11
1,186,0
1,187,1
1,188,0
1,189,10
1,190,0
1,191,1
1,192,0
1,193,11
1,194,1
1,195,11
1,196,0
1,197,11
1,198,1
1,199,0
1,200,1
1,201,0
1,202,1
1,203,0
1,204,1
1,205,0
1,206,1
1,207,0
1,208,1
1,209,0
1,210,11
1,211,1
1,212,11
1,213,0
1,214,1
1,215,10
1,216,1
1,217,0
1,218,1
1,219,0
1,220,1
1,221,0
1,222,11
1,223,1
1,224,11
1,225,0
1,226,1
1,227,0
1,228,1
1,229,0
1,230,1
1,231,0
1,232,1
1,233,0
1,234,1
1,235,11
1,236,0
1,237,1
1,238,0
1,239,1
2,0,0
2,1,1
2,2,0
2,3,1
2,4,0
2,5,1
2,6,0
2,7,1
2,8,0
2,9,1
2,10,11
2,11,0
2,12,1
2,13,0
2,14,1
2,15,0
2,16,1
2,17,0
2,18,1
2,19,11
2,20,0
2,21,11
2,22,1
2,23,11
2,24,0
2,25,11
2,26,1
2,27,0
2,28,1
2,29,0
2,30,1
2,31,0
2,32,1
2,33,0
2,34,1
2,35,0
2,36,1
2,37,11
2,38,0
2,39,1
2,40,11
2,41,0
2,42,1
2,43,11
2,44,0
2,45,1
2,46,0
2,47,1
2,48,0
2,49,11
2,50,1
2,51,0
2,52,1
2,53,11
2,54,0
2,55,1
2,56,0
2,57,1
2,58,0
2,59,1
2,60,11
2,61,0
2,62,1
2,63,0
2,64,1
2,65,11
2,66,0
2,67,1
2,68,0
2,69,1
2,70,0
2,71,1
2,72,0
2,73,1
2,74,0
2,75,1
2,76,0
2,77,1
2,78,11
2,79,0
2,80,1
2,81,0
2,82,11
2,83,1
2,84,0
2,85,11
2,86,1
2,87,0
2,88,1
2,89,0
2,90,11
2,91,1
2,92,0
2,93,11
2,94,1
2,95,0
2,96,1
2,97,0
2,98,1
2,99,0
2,100,1
2,101,0
2,102,1
2,103,0
2,104,11
2,105,1
2,106,0
2,107,1
2,108,0
2,109,1
2,110,0
2,111,11
2,112,1
2,113,0
2,114,1
2,115,0
2,116,1
2,117,11
2,118,0
2,119,1
2,120,0
2,121,1
2,122,0
2,123,11
2,124,1
2,125,0
2,126,11
2,127,1
2,128,0
2,129,1
2,130,0
2,131,1
2,132,11
2,133,0
2,134,1
2,135,0
2,136,1
2,137,0
2,138,1
2,139,0
2,140,1
2,141,0
2,142,11
2,143,1
2,144,0
2,145,1
2,146,0
2,147,11
2,148,1
2,149,0
2,150,11
2,151,1
2,152,0
2,153,1
2,154,0
2,155,1
2,156,0
2,157,1
2,158,0
2,159,11
2,160,1
2,161,0
2,162,11
2,163,1
2,164,0
2,165,1
2,166,0
2,167,1
2,168,11
2,169,0
2,170,1
2,171,0
2,172,1
2,173,11
2,174,0
2,175,1
2,176,0
2,177,1
2,178,0
2,179,1
2,180,0
2,181,1
2,182,0
2,183,1
2,184,0
2,185,11
2,186,1
2,187,0
2,188,1
2,189,0
2,190,1
2,191,0
2,192,11
2,193,1
2,194,0
2,195,11
2,196,1
2,197,0
2,198,1
2,199,11
2,200,0
2,201,1
2,202,0
2,203,1
2,204,0
2,205,1
2,206,11
2,207,0
2,208,1
2,209,0
2,210,11
2,211,1
2,212,0
2,213,1
2,214,0
2,215,1
2,216,11
2,217,0
2,218,1
2,219,0
2,220,11
2,221,1
2,222,0
2,223,1
2,224,0
2,225,1
2,226,11
2,227,0
2,228,1
2,229,0
2,230,1
2,231,0
2,232,1
2,233,11
2,234,0
2,235,1
2,236,0
2,237,1
2,238,0
2,239,1
3,0,11
3,1,0
3,2,11
3,3,2
3,4,0
3,5,2
3,6,0
3,7,2
3,8,0
3,9,2
3,10,0
3,11,11
3,12,2
3,13,0
3,14,2
3,15,0
3,16,2
3,17,0
3,18,11
3,19,2
3,20,0
3,21,2
3,22,0
3,23,2
3,24,0
3,25,2
3,26,11
3,27,0
3,28,2
3,29,0
3,30,2
3,31,0
3,32,2
3,33,11
3,34,0
3,35,2
3,36,0
3,37,11
3,38,2
3,39,0
3,40,2
3,41,11
3,42,0
3,43,11
3,44,2
3,45,0
3,46,2
3,47,0
3,48,2
3,49,11
3,50,0
3,51,2
3,52,0
3,53,2
3,54,0
3,55,2
3,56,0
3,57,2
3,58,0
3,59,2
3,60,0
3,61,1
3,62,0
3,63,11
3,64,1
3,65,0
3,66,1
3,67,0
3,68,11
3,69,1
3,70,0
3,71,1
3,72,0
3,73,1
3,74,0
3,75,1
3,76,0
3,77,10
3,78,0
3,79,1
3,80,0
3,81,1
3,82,11
3,83,0
3,84,1
3,85,0
3,86,11
3,87,1
3,88,11
3,89,0
3,90,1
3,91,0
3,92,1
3,93,0
3,94,1
3,95,0
3,96,1
3,97,0
3,98,1
3,99,0
3,100,1
3,101,0
3,102,11
3,103,1
3,104,11
3,105,0
3,106,1
3,107,0
3,108,11
3,109,1
3,110,0
3,111,1
3,112,0
3,113,11
3,114,1
3,115,0
3,116,11
3,117,1
3,118,0
3,119,1
3,120,0
3,121,11
3,122,2
3,123,11
3,124,0
3,125,2
3,126,0
3,127,11
3,128,2
3,129,0
3,130,2
3,131,9
3,132,2
3,133,0
3,134,2
3,135,0
3,136,2
3,137,0
3,138,2
3,139,0
3,140,2
3,141,0
3,142,2
3,143,11
3,144,0
3,145,11
3,146,2
3,147,0
3,148,2
3,149,0
3,150,2
3,151,0
3,152,2
3,153,0
3,154,2
3,155,0
3,156,2
3,157,0
3,158,2
3,159,11
3,160,0
3,161,2
3,162,0
3,163,11
3,164,2
3,165,0
3,166,2
3,167,0
3,168,2
3,169,0
3,170,2
3,171,11
3,172,0
3,173,11
3,174,2
3,175,0
3,176,2
3,177,11
3,178,0
3,179,2
3,180,0
3,181,1
3,182,0
3,183,11
3,184,1
3,185,0
3,186,11
3,187,10
3,188,11
3,189,0
3,190,1
3,191,0
3,192,1
3,193,0
3,194,1
3,195,0
3,196,1
3,197,0
3,198,11
3,199,1
3,200,0
3,201,1
3,202,0
3,203,1
3,204,11
3,205,0
3,206,1
3,207,0
3,208,1
3,209,0
3,210,1
3,211,0
3,212,11
3,213,1
3,214,0
3,215,1
3,216,0
3,217,1
3,218,11
3,219,0
3,220,1
3,221,0
3,222,1
3,223,0
3,224,11
3,225,1
3,226,0
3,227,1
3,228,11
3,229,0
3,230,10
3,231,0
3,232,1
3,233,0
3,234,1
3,235,0
3,236,1
3,237,11
3,238,0
3,239,1
4,0,2
4,1,0
4,2,1
4,3,0
4,4,1
4,5,0
4,6,1
4,7,11
4,8,0
4,9,1
4,10,0
4,11,1
4,12,11
4,13,0
4,14,1
4,15,0
4,16,11
4,17,1
4,18,2
4,19,0
4,20,1
4,21,0
4,22,1
4,23,0
4,24,11
4,25,1
4,26,11
4,27,0
4,28,1
4,29,0
4,30,1
4,31,0
4,32,11
4,33,1
4,34,11
4,35,0
4,36,1
4,37,2
4,38,0
4,39,1
4,40,0
4,41,1
4,42,0
4,43,1
4,44,0
4,45,1
4,46,0
4,47,11
4,48,1
4,49,0
4,50,1
4,51,11
4,52,0
4,53,11
4,54,1
4,55,2
4,56,0
4,57,1
4,58,0
4,59,1
4,60,0
4,61,11
4,62,1
4,63,0
4,64,1
4,65,0
4,66,1
4,67,0
4,68,1
4,69,0
4,70,1
4,71,11
4,72,2
4,73,0
4,74,1
4,75,0
4,76,11
4,77,1
4,78,0
4,79,11
4,80,1
4,81,11
4,82,0
4,83,10
4,84,0
4,85,1
4,86,0
4,87,1
4,88,0
4,89,1
4,90,2
4,91,11
4,92,0
4,93,1
4,94,0
4,95,1
4,96,0
4,97,1
4,98,0
4,99,1
4,100,11
4,101,0
4,102,1
4,103,0
4,104,1
4,105,11
4,106,0
4,107,11
4,108,1
4,109,2
4,110,0
4,111,1
4,112,0
4,113,10
4,114,0
4,115,1
4,116,0
4,117,11
4,118,1
4,119,0
4,120,11
4,121,1
4,122,11
4,123,0
4,124,1
4,125,0
4,126,1
4,127,2
4,128,0
4,129,1
4,130,0
4,131,1
4,132,0
4,133,1
4,134,0
4,135,1
4,136,0
4,137,1
4,138,0
4,139,1
4,140,0
4,141,1
4,142,2
4,143,0
4,144,11
4,145,1
4,146,11
4,147,0
4,148,11
4,149,1
4,150,0
4,151,1
4,152,11
4,153,0
4,154,1
4,155,0
4,156,1
4,157,0
4,158,1
4,159,0
4,160,1
4,161,2
4,162,0
4,163,1
4,164,11
4,165,0
4,166,1
4,167,0
4,168,1
4,169,10
4,170,1
4,171,0
4,172,1
4,173,11
4,174,0
4,175,11
4,176,1
4,177,11
4,178,0
4,179,1
4,180,2
4,181,0
4,182,1
4,183,0
4,184,11
4,185,1
4,186,0
4,187,1
4,188,0
4,189,1
4,190,0
4,191,1
4,192,11
4,193,0
4,194,1
4,195,0
4,196,1
4,197,11
4,198,2
4,199,0
4,200,1
4,201,11
4,202,0
4,203,1
4,204,0
4,205,1
4,206,0
4,207,11
4,208,1
4,209,0
4,210,1
4,211,0
4,212,1
4,213,0
4,214,1
4,215,2
4,216,0
4,217,11
4,218,1
4,219,11
4,220,0
4,221,1
4,222,0
4,223,11
4,224,1
4,225,0
4,226,1
4,227,0
4,228,11
4,229,10
4,230,0
4,231,1
4,232,0
4,233,1
4,234,2
4,235,0
4,236,1
4,237,11
4,238,0
4,239,1
5,0,11
5,1,0
5,2,1
5,3,0
5,4,1
5,5,0
5,6,1
5,7,0
5,8,1
5,9,0
5,10,1
5,11,0
5,12,1
5,13,0
5,14,1
5,15,11
5,16,0
5,17,1
5,18,0
5,19,1
5,20,0
5,21,1
5,22,11
5,23,0
5,24,1
5,25,0
5,26,11
5,27,1
5,28,11
5,29,0
5,30,1
5,31,11
5,32,0
5,33,1
5,34,0
5,35,11
5,36,1
5,37,11
5,38,0
5,39,1
5,40,0
5,41,1
5,42,0
5,43,1
5,44,0
5,45,11
5,46,1
5,47,0
5,48,1
5,49,0
5,50,1
5,51,0
5,52,1
5,53,0
5,54,1
5,55,11
5,56,0
5,57,1
