Sequence,Event,EventCat
0,0,2
0,1,0
0,2,11
0,3,1
0,4,0
0,5,1
0,6,0
0,7,1
0,8,0
0,9,1
0,10,0
0,11,1
0,12,0
0,13,11
0,14,1
0,15,11
0,16,0
0,17,1
0,18,11
0,19,2
0,20,0
0,21,1
0,22,11
0,23,0
0,24,1
0,25,0
0,26,1
0,27,0
0,28,1
0,29,0
0,30,1
0,31,0
0,32,1
0,33,0
0,34,1
0,35,2
0,36,0
0,37,11
0,38,1
0,39,0
0,40,11
0,41,1
0,42,0
0,43,1
0,44,0
0,45,1
0,46,0
0,47,11
0,48,1
0,49,11
0,50,0
0,51,1
0,52,0
0,53,1
0,54,11
0,55,2
0,56,0
0,57,1
0,58,0
0,59,1
0,60,0
0,61,1
0,62,11
0,63,0
0,64,11
0,65,1
0,66,0
0,67,1
0,68,0
0,69,1
0,70,0
0,71,1
0,72,2
0,73,0
0,74,1
0,75,11
0,76,10
0,77,11
0,78,1
0,79,0
0,80,11
0,81,1
0,82,0
0,83,1
0,84,0
0,85,1
0,86,0
0,87,1
0,88,0
0,89,1
0,90,2
0,91,0
0,92,1
0,93,0
0,94,1
0,95,0
0,96,1
0,97,11
0,98,0
0,99,11
0,100,1
0,101,0
0,102,1
0,103,0
0,104,11
0,105,1
0,106,0
0,107,1
0,108,11
0,109,2
0,110,0
0,111,1
0,112,0
0,113,1
0,114,11
0,115,10
0,116,1
0,117,0
0,118,1
0,119,0
0,120,1
0,121,0
0,122,1
0,123,0
0,124,1
0,125,2
0,126,11
0,127,0
0,128,1
0,129,0
0,130,1
0,131,0
0,132,11
0,133,1
0,134,11
0,135,0
0,136,1
0,137,0
0,138,11
0,139,1
0,140,0
0,141,1
0,142,0
0,143,11
0,144,1
0,145,2
0,146,0
0,147,1
0,148,0
0,149,1
0,150,0
0,151,1
0,152,0
0,153,1
0,154,0
0,155,1
0,156,0
0,157,11
0,158,1
0,159,0
0,160,1
0,161,2
0,162,0
0,163,11
0,164,1
0,165,0
0,166,1
0,167,0
0,168,1
0,169,0
0,170,11
0,171,1
0,172,0
0,173,1
0,174,0
0,175,11
0,176,1
0,177,11
0,178,0
0,179,1
0,180,2
0,181,0
0,182,1
0,183,0
0,184,1
0,185,0
0,186,10
0,187,0
0,188,1
0,189,0
0,190,11
0,191,1
0,192,0
0,193,11
0,194,1
0,195,0
0,196,1
0,197,11
0,198,2
0,199,0
0,200,1
0,201,10
0,202,1
0,203,0
0,204,1
0,205,11
0,206,0
0,207,1
0,208,11
0,209,0
0,210,11
0,211,1
0,212,0
0,213,1
0,214,0
0,215,11
0,216,1
0,217,11
0,218,2
0,219,0
0,220,1
0,221,0
0,222,1
0,223,11
0,224,0
0,225,1
0,226,0
0,227,1
0,228,0
0,229,1
0,230,0
0,231,11
0,232,1
0,233,0
0,234,1
0,235,2
0,236,0
0,237,1
0,238,0
0,239,1
1,0,0
1,1,1
1,2,0
1,3,1
1,4,0
1,5,1
1,6,0
1,7,11
1,8,1
1,9,0
1,10,1
1,11,0
1,12,1
1,13,11
1,14,0
1,15,11
1,16,1
1,17,11
1,18,0
1,19,1
1,20,0
1,21,1
1,22,0
1,23,1
1,24,0
1,25,1
1,26,11
1,27,0
1,28,1
1,29,0
1,30,1
1,31,11
1,32,0
1,33,1
1,34,0
1,35,11
1,36,1
1,37,0
1,38,1
1,39,11
1,40,0
1,41,11
1,42,1
1,43,0
1,44,11
1,45,1
1,46,0
1,47,1
1,48,0
1,49,1
1,50,0
1,51,1
1,52,0
1,53,1
1,54,0
1,55,1
1,56,0
1,57,1
1,58,0
1,59,1
1,60,0
1,61,1
1,62,11
1,63,0
1,64,10
1,65,11
1,66,0
1,67,1
1,68,0
1,69,1
1,70,0
1,71,1
1,72,0
1,73,11
1,74,1
1,75,11
1,76,0
1,77,1
1,78,0
1,79,1
1,80,0
1,81,1
1,82,0
1,83,1
1,84,0
1,85,1
1,86,0
1,87,1
1,88,11
1,89,0
1,90,1
1,91,11
1,92,0
1,93,1
1,94,11
1,95,0
1,96,1
1,97,0
1,98,1
1,99,0
1,100,11
1,101,1
1,102,0
1,103,1
1,104,0
1,105,1
1,106,11
1,107,0
1,108,10
1,109,0
1,110,1
1,111,0
1,112,11
1,113,1
1,114,0
1,115,1
1,116,0
1,117,1
1,118,0
1,119,1
1,120,11
1,121,0
1,122,1
1,123,0
1,124,1
1,125,0
1,126,11
1,127,1
1,128,0
1,129,1
1,130,0
1,131,1
1,132,0
1,133,11
1,134,1
1,135,0
1,136,1
1,137,0
1,138,1
1,139,0
1,140,11
1,141,1
1,142,0
1,143,1
1,144,0
1,145,1
1,146,0
1,147,1
1,148,11
1,149,0
1,150,1
1,151,11
1,152,0
1,153,1
1,154,0
1,155,1
1,156,0
1,157,11
1,158,1
1,159,0
1,160,11
1,161,1
1,162,0
1,163,1
1,164,0
1,165,10
1,166,0
1,167,1
1,168,0
1,169,1
1,170,0
1,171,1
1,172,0
1,173,11
1,174,1
1,175,0
1,176,1
1,177,11
1,178,0
1,179,1
1,180,0
1,181,1
1,182,0
1,183,1
1,184,0
1,185,1
1,186,0
1,187,1
1,188,0
1,189,1
1,190,11
1,191,0
1,192,1
1,193,11
1,194,0
1,195,1
1,196,0
1,197,1
1,198,0
1,199,1
1,200,11
1,201,0
1,202,11
1,203,1
1,204,11
1,205,0
1,206,1
1,207,0
1,208,1
1,209,0
1,210,1
1,211,0
1,212,1
1,213,0
1,214,1
1,215,0
1,216,11
1,217,1
1,218,0
1,219,1
1,220,0
1,221,1
1,222,0
1,223,1
1,224,0
1,225,11
1,226,1
1,227,0
1,228,11
1,229,1
1,230,10
1,231,11
1,232,1
1,233,0
1,234,1
1,235,0
1,236,1
1,237,11
1,238,0
1,239,1
2,0,11
2,1,2
2,2,11
2,3,0
2,4,1
2,5,0
2,6,1
2,7,0
2,8,1
2,9,0
2,10,1
2,11,0
2,12,1
2,13,0
2,14,11
2,15,1
2,16,11
2,17,0
2,18,1
2,19,11
2,20,2
2,21,0
2,22,1
2,23,0
2,24,1
2,25,0
2,26,1
2,27,0
2,28,1
2,29,0
2,30,1
2,31,11
2,32,0
2,33,1
2,34,0
2,35,1
2,36,2
2,37,0
