Sequence,Event,EventCat
0,0,11
0,1,2
0,2,0
0,3,11
0,4,1
0,5,11
0,6,0
0,7,1
0,8,11
0,9,0
0,10,1
0,11,0
0,12,1
0,13,0
0,14,1
0,15,0
0,16,1
0,17,0
0,18,1
0,19,2
0,20,0
0,21,1
0,22,0
0,23,1
0,24,0
0,25,1
0,26,0
0,27,11
0,28,1
0,29,0
0,30,1
0,31,0
0,32,11
0,33,1
0,34,0
0,35,1
0,36,11
0,37,2
0,38,0
0,39,1
0,40,11
0,41,0
0,42,1
0,43,0
0,44,1
0,45,0
0,46,1
0,47,0
0,48,1
0,49,0
0,50,1
0,51,0
0,52,11
0,53,1
0,54,2
0,55,0
0,56,1
0,57,0
0,58,11
0,59,1
0,60,0
0,61,1
0,62,0
0,63,11
0,64,1
0,65,0
0,66,1
0,67,10
0,68,1
0,69,0
0,70,1
0,71,2
0,72,11
0,73,0
0,74,1
0,75,11
0,76,0
0,77,1
0,78,0
0,79,1
0,80,11
0,81,0
0,82,11
0,83,1
0,84,0
0,85,1
0,86,0
0,87,1
0,88,0
0,89,1
0,90,2
0,91,0
0,92,1
0,93,0
0,94,1
0,95,0
0,96,1
0,97,0
0,98,1
0,99,0
0,100,11
0,101,1
0,102,11
0,103,0
0,104,1
0,105,11
0,106,0
0,107,11
0,108,1
0,109,2
0,110,0
0,111,11
0,112,1
0,113,0
0,114,1
0,115,0
0,116,1
0,117,0
0,118,1
0,119,0
0,120,1
0,121,11
0,122,0
0,123,1
0,124,11
0,125,0
0,126,1
0,127,2
0,128,0
0,129,1
0,130,0
0,131,1
0,132,11
0,133,0
0,134,1
0,135,0
0,136,1
0,137,0
0,138,10
0,139,0
0,140,1
0,141,11
0,142,0
0,143,11
0,144,1
0,145,2
0,146,0
0,147,1
0,148,0
0,149,1
0,150,0
0,151,1
0,152,0
0,153,11
0,154,1
0,155,0
0,156,1
0,157,0
0,158,1
0,159,11
0,160,0
0,161,1
0,162,2
0,163,0
0,164,1
0,165,0
0,166,11
0,167,1
0,168,0
0,169,1
0,170,0
0,171,11
0,172,1
0,173,0
0,174,1
0,175,11
0,176,0
0,177,1
0,178,0
0,179,1
0,180,2
0,181,0
0,182,1
0,183,0
0,184,1
0,185,10
0,186,1
0,187,0
0,188,1
0,189,0
0,190,1
0,191,0
0,192,1
0,193,11
0,194,0
0,195,1
0,196,2
0,197,11
0,198,0
0,199,11
0,200,1
0,201,11
0,202,0
0,203,1
0,204,0
0,205,1
0,206,11
0,207,0
0,208,1
0,209,0
0,210,1
0,211,0
0,212,1
0,213,0
0,214,1
0,215,2
0,216,0
0,217,1
0,218,0
0,219,11
0,220,1
0,221,0
0,222,1
0,223,0
0,224,1
0,225,11
0,226,10
0,227,11
0,228,1
0,229,11
0,230,0
0,231,1
0,232,0
0,233,1
0,234,11
0,235,2
0,236,0
0,237,1
0,238,0
0,239,1
1,0,11
1,1,0
1,2,1
1,3,0
1,4,1
1,5,0
1,6,1
1,7,0
1,8,1
1,9,0
1,10,1
1,11,0
1,12,1
1,13,0
1,14,1
1,15,11
1,16,0
1,17,1
1,18,0
1,19,1
1,20,0
1,21,1
1,22,11
1,23,0
1,24,1
1,25,0
1,26,11
1,27,1
1,28,11
1,29,0
1,30,1
1,31,11
1,32,0
1,33,1
1,34,0
1,35,11
1,36,1
1,37,11
1,38,0
1,39,1
1,40,0
1,41,1
1,42,0
1,43,1
1,44,0
1,45,11
1,46,1
1,47,0
1,48,1
1,49,0
1,50,1
1,51,0
1,52,1
1,53,0
1,54,1
1,55,11
1,56,0
1,57,1
1,58,0
1,59,1
1,60,0
1,61,11
1,62,1
1,63,0
1,64,1
1,65,0
1,66,1
1,67,0
1,68,1
1,69,0
1,70,1
1,71,0
1,72,1
1,73,11
1,74,0
1,75,1
1,76,11
1,77,0
1,78,1
1,79,0
1,80,10
1,81,0
1,82,1
1,83,11
1,84,0
1,85,11
1,86,1
1,87,0
1,88,1
1,89,0
1,90,1
1,91,0
1,92,1
1,93,0
1,94,1
1,95,0
1,96,1
1,97,11
1,98,0
1,99,1
1,100,0
1,101,1
1,102,11
1,103,0
1,104,1
1,105,0
1,106,11
1,107,1
1,108,0
1,109,1
1,110,11
1,111,0
1,112,1
1,113,0
1,114,11
1,115,1
1,116,0
1,117,1
1,118,0
1,119,1
1,120,11
1,121,0
1,122,1
1,123,0
1,124,11
1,125,1
1,126,0
1,127,1
1,128,0
1,129,1
1,130,0
1,131,1
1,132,11
1,133,0
1,134,11
1,135,1
1,136,0
1,137,10
1,138,0
1,139,1
1,140,0
1,141,1
1,142,0
1,143,11
1,144,1
1,145,0
1,146,1
1,147,0
1,148,1
1,149,0
1,150,11
1,151,1
1,152,0
1,153,1
1,154,0
1,155,1
1,156,0
1,157,1
1,158,11
1,159,10
1,160,1
1,161,0
1,162,11
1,163,1
1,164,0
1,165,1
1,166,0
1,167,11
1,168,1
1,169,0
1,170,1
1,171,0
1,172,1
1,173,0
1,174,1
1,175,0
1,176,1
1,177,11
1,178,0
1,179,1
1,180,11
1,181,0
1,182,1
1,183,0
1,184,1
1,185,11
1,186,0
1,187,11
1,188,1
1,189,0
1,190,1
1,191,0
1,192,1
1,193,0
1,194,1
1,195,0
1,196,1
1,197,0
1,198,1
1,199,0
1,200,1
1,201,0
1,202,1
1,203,11
1,204,10
1,205,11
1,206,1
1,207,0
1,208,1
1,209,0
1,210,11
1,211,1
1,212,0
1,213,1
1,214,11
1,215,0
1,216,11
1,217,1
1,218,0
1,219,1
1,220,0
1,221,1
1,222,0
1,223,1
1,224,0
1,225,1
1,226,0
1,227,11
1,228,1
1,229,0
1,230,11
1,231,1
1,232,0
1,233,1
1,234,0
1,235,1
1,236,0
1,237,1
1,238,0
1,239,1
2,0,0
2,1,1
2,2,0
2,3,1
2,4,0
2,5,1
2,6,0
2,7,1
2,8,0
2,9,11
2,10,1
2,11,0
2,12,1
2,13,0
2,14,11
2,15,1
2,16,0
2,17,1
2,18,11
2,19,0
2,20,1
2,21,0
2,22,11
2,23,1
2,24,0
2,25,1
2,26,0
2,27,11
2,28,1
2,29,0
2,30,1
2,31,0
2,32,1
2,33,0
2,34,1
2,35,0
2,36,1
2,37,0
2,38,1
2,39,11
2,40,0
2,41,1
2,42,0
2,43,11
2,44,1
2,45,11
2,46,0
2,47,1
2,48,0
2,49,1
2,50,0
2,51,1
2,52,0
2,53,11
2,54,1
2,55,0
2,56,1
2,57,0
2,58,11
2,59,1
2,60,0
2,61,1
2,62,11
2,63,0
2,64,1
2,65,0
2,66,11
2,67,1
2,68,0
2,69,1
2,70,0
2,71,1
2,72,0
2,73,1
2,74,0
2,75,1
2,76,0
2,77,1
2,78,0
2,79,1
2,80,11
2,81,0
2,82,1
2,83,0
2,84,11
2,85,1
2,86,0
2,87,11
2,88,1
2,89,0
2,90,11
2,91,1
2,92,0
2,93,1
2,94,11
2,95,10
2,96,1
2,97,0
2,98,1
2,99,0
2,100,1
2,101,0
2,102,11
2,103,1
2,104,0
2,105,1
2,106,0
2,107,1
2,108,0
2,109,1
2,110,0
2,111,1
2,112,11
2,113,0
2,114,1
2,115,0
2,116,1
2,117,11
2,118,0
2,119,1
2,120,10
2,121,1
2,122,0
2,123,1
2,124,11
2,125,0
2,126,1
2,127,0
2,128,1
2,129,0
2,130,1
2,131,0
2,132,1
2,133,0
2,134,1
2,135,0
2,136,11
2,137,1
2,138,11
2,139,0
2,140,11
2,141,1
2,142,0
2,143,1
2,144,0
2,145,1
2,146,0
2,147,11
2,148,1
2,149,0
2,150,1
2,151,0
2,152,11
2,153,1
2,154,11
2,155,0
2,156,1
2,157,0
2,158,1
2,159,0
2,160,1
2,161,0
2,162,1
2,163,0
2,164,1
2,165,0
2,166,1
2,167,0
2,168,1
2,169,11
2,170,0
2,171,1
2,172,11
2,173,0
2,174,11
2,175,1
2,176,0
2,177,1
2,178,0
2,179,1
2,180,10
2,181,1
2,182,0
2,183,1
2,184,0
2,185,11
2,186,1
2,187,0
2,188,11
2,189,1
2,190,0
2,191,11
2,192,1
2,193,0
2,194,1
2,195,0
2,196,1
2,197,10
2,198,1
2,199,0
2,200,1
2,201,11
2,202,0
2,203,11
2,204,1
2,205,0
2,206,1
2,207,0
2,208,1
2,209,0
2,210,1
2,211,11
2,212,0
2,213,1
2,214,11
2,215,0
2,216,1
2,217,0
2,218,1
2,219,0
2,220,1
2,221,0
2,222,1
2,223,0
2,224,1
2,225,0
2,226,1
2,227,0
2,228,1
2,229,0
2,230,11
2,231,1
2,232,0
2,233,11
2,234,1
2,235,0
2,236,11
2,237,1
2,238,0
2,239,1
3,0,0
3,1,1
3,2,0
3,3,1
3,4,11
3,5,0
3,6,1
3,7,0
3,8,1
3,9,0
3,10,1
3,11,0
3,12,1
3,13,0
3,14,1
3,15,0
3,16,1
3,17,0
3,18,1
3,19,0
3,20,11
3,21,1
3,22,0
3,23,11
3,24,1
3,25,11
3,26,0
3,27,11
3,28,1
3,29,0
3,30,1
3,31,0
3,32,1
3,33,11
3,34,0
3,35,11
3,36,1
3,37,0
3,38,1
3,39,0
3,40,1
3,41,0
3,42,1
3,43,0
3,44,1
3,45,11
3,46,0
3,47,1
3,48,0
3,49,1
3,50,11
3,51,0
3,52,11
3,53,1
3,54,0
3,55,1
3,56,0
3,57,1
3,58,0
3,59,1
3,60,0
3,61,1
3,62,0
3,63,1
3,64,11
3,65,0
3,66,11
3,67,1
3,68,0
3,69,11
3,70,1
3,71,0
3,72,1
3,73,10
3,74,1
3,75,0
3,76,1
3,77,0
3,78,1
3,79,0
3,80,1
3,81,11
3,82,0
3,83,1
3,84,11
3,85,0
3,86,1
3,87,0
3,88,1
3,89,0
3,90,11
3,91,1
3,92,11
3,93,0
3,94,1
3,95,0
3,96,1
3,97,11
3,98,0
3,99,1
3,100,0
3,101,1
3,102,0
3,103,11
3,104,1
3,105,0
3,106,1
3,107,0
3,108,1
3,109,0
3,110,1
3,111,0
3,112,1
3,113,10
3,114,1
3,115,11
3,116,0
3,117,1
3,118,0
3,119,1
3,120,11
3,121,0
3,122,1
3,123,0
3,124,1
3,125,0
3,126,11
3,127,1
3,128,11
3,129,0
3,130,1
3,131,11
3,132,0
3,133,1
3,134,0
3,135,1
3,136,0
3,137,1
3,138,11
3,139,0
3,140,1
3,141,0
3,142,1
3,143,0
3,144,1
3,145,0
3,146,1
3,147,0
3,148,1
3,149,0
3,150,11
3,151,1
3,152,0
3,153,1
3,154,11
3,155,0
3,156,1
3,157,0
3,158,11
3,159,1
3,160,0
3,161,1
3,162,0
3,163,1
3,164,11
3,165,0
3,166,1
3,167,0
3,168,1
3,169,0
3,170,1
3,171,0
3,172,1
3,173,0
3,174,1
3,175,11
3,176,0
3,177,1
3,178,0
3,179,1
3,180,0
3,181,10
3,182,0
3,183,1
3,184,11
3,185,0
3,186,1
3,187,0
3,188,1
3,189,11
3,190,0
3,191,1
3,192,0
3,193,1
3,194,0
3,195,11
3,196,1
3,197,0
3,198,1
3,199,10
3,200,1
3,201,11
3,202,0
3,203,1
3,204,0
3,205,1
3,206,0
3,207,1
3,208,11
3,209,0
3,210,1
3,211,0
3,212,1
3,213,0
3,214,1
3,215,0
3,216,1
3,217,0
3,218,1
3,219,11
3,220,0
3,221,11
3,222,1
3,223,0
3,224,1
3,225,0
3,226,1
3,227,0
3,228,1
3,229,0
3,230,1
3,231,0
3,232,1
3,233,0
3,234,11
3,235,1
3,236,11
3,237,0
3,238,11
3,239,1
4,0,0
4,1,2
4,2,0
4,3,2
4,4,0
4,5,11
4,6,2
4,7,0
4,8,2
4,9,0
4,10,2
4,11,11
4,12,0
4,13,2
4,14,11
4,15,0
4,16,11
4,17,2
4,18,11
4,19,0
4,20,2
4,21,0
4,22,2
4,23,0
4,24,2
4,25,0
4,26,2
4,27,0
4,28,2
4,29,0
4,30,2
4,31,0
4,32,2
4,33,0
4,34,11
4,35,2
4,36,0
4,37,2
4,38,0
4,39,11
4,40,2
4,41,0
4,42,2
4,43,0
4,44,11
4,45,2
4,46,11
4,47,0
4,48,2
4,49,0
4,50,2
4,51,0
4,52,2
4,53,0
4,54,2
4,55,0
4,56,2
4,57,0
4,58,11
4,59,2
4,60,0
4,61,1
4,62,0
4,63,11
4,64,1
4,65,0
4,66,1
4,67,0
4,68,1
4,69,0
4,70,1
4,71,0
4,72,1
4,73,0
4,74,1
4,75,11
4,76,0
4,77,11
4,78,1
4,79,0
4,80,11
4,81,1
4,82,0
4,83,1
4,84,0
4,85,1
4,86,11
4,87,0
4,88,1
4,89,0
4,90,1
4,91,0
4,92,1
4,93,0
4,94,1
4,95,11
4,96,0
4,97,1
4,98,0
4,99,1
4,100,0
4,101,1
4,102,0
4,103,1
4,104,11
4,105,0
4,106,11
4,107,1
4,108,0
4,109,11
4,110,1
4,111,0
4,112,11
4,113,1
4,114,0
4,115,1
4,116,0
4,117,1
4,118,0
4,119,1
4,120,0
4,121,2
4,122,0
4,123,11
4,124,2
4,125,0
4,126,2
4,127,0
4,128,2
4,129,0
4,130,2
4,131,0
4,132,11
4,133,2
4,134,11
4,135,0
4,136,2
4,137,0
4,138,2
4,139,0
4,140,2
4,141,11
4,142,0
4,143,11
4,144,2
4,145,0
4,146,2
4,147,0
4,148,2
4,149,0
4,150,2
4,151,0
4,152,2
4,153,0
4,154,2
4,155,0
4,156,2
4,157,0
4,158,11
4,159,2
4,160,11
4,161,0
4,162,2
4,163,11
4,164,0
4,165,2
4,166,0
4,167,2
4,168,0
4,169,2
4,170,0
4,171,2
4,172,11
4,173,0
4,174,2
4,175,0
4,176,11
4,177,2
4,178,0
4,179,2
4,180,0
4,181,1
4,182,0
4,183,1
4,184,0
4,185,1
4,186,0
4,187,1
4,188,0
4,189,1
4,190,0
4,191,11
4,192,1
4,193,0
4,194,11
4,195,1
4,196,0
4,197,1
4,198,0
4,199,11
4,200,1
4,201,0
4,202,1
4,203,0
4,204,11
4,205,1
4,206,0
4,207,11
4,208,1
4,209,0
4,210,1
4,211,0
4,212,1
4,213,0
4,214,1
4,215,0
4,216,1
4,217,0
4,218,1
4,219,0
4,220,1
4,221,0
4,222,1
4,223,11
4,224,0
4,225,1
4,226,0
4,227,11
4,228,1
4,229,0
4,230,11
4,231,1
4,232,11
4,233,0
4,234,1
4,235,0
4,236,1
4,237,11
4,238,0
4,239,1
5,0,2
5,1,11
5,2,0
5,3,1
5,4,0
5,5,1
5,6,11
5,7,0
5,8,1
5,9,0
5,10,1
5,11,0
5,12,11
5,13,1
5,14,0
5,15,1
5,16,0
5,17,1
5,18,2
5,19,0
5,20,1
5,21,0
5,22,11
5,23,1
5,24,0
5,25,1
5,26,0
5,27,1
5,28,11
5,29,0
5,30,1
5,31,0
5,32,1
5,33,0
5,34,11
5,35,1
5,36,11
5,37,2
5,38,0
5,39,1
5,40,0
5,41,1
5,42,11
5,43,0
5,44,11
5,45,1
5,46,0
5,47,1
5,48,0
5,49,1
5,50,0
5,51,1
5,52,0
5,53,11
5,54,1
5,55,2
5,56,0
5,57,1
