Sequence,Event,EventCat
0,0,0
0,1,1
0,2,11
0,3,0
0,4,1
0,5,0
0,6,11
0,7,1
0,8,0
0,9,11
0,10,1
0,11,11
0,12,0
0,13,1
0,14,0
0,15,11
0,16,1
0,17,0
0,18,1
0,19,0
0,20,1
0,21,0
0,22,1
0,23,0
0,24,1
0,25,0
0,26,1
0,27,0
0,28,1
0,29,0
0,30,11
0,31,1
0,32,11
0,33,0
0,34,11
0,35,1
0,36,11
0,37,0
0,38,1
0,39,0
0,40,1
0,41,0
0,42,1
0,43,0
0,44,1
0,45,0
0,46,1
0,47,0
0,48,1
0,49,0
0,50,1
0,51,0
0,52,1
0,53,11
0,54,0
0,55,1
0,56,0
0,57,1
0,58,0
0,59,1
0,60,0
0,61,1
0,62,0
0,63,11
0,64,1
0,65,11
0,66,0
0,67,1
0,68,11
0,69,0
0,70,1
0,71,0
0,72,1
0,73,0
0,74,1
0,75,0
0,76,1
0,77,11
0,78,0
0,79,1
0,80,0
0,81,1
0,82,10
0,83,1
0,84,11
0,85,0
0,86,1
0,87,0
0,88,1
0,89,0
0,90,1
0,91,0
0,92,1
0,93,11
0,94,0
0,95,1
0,96,0
0,97,11
0,98,1
0,99,11
0,100,0
0,101,1
0,102,0
0,103,1
0,104,0
0,105,1
0,106,0
0,107,1
0,108,0
0,109,11
0,110,1
0,111,0
0,112,1
0,113,0
0,114,11
0,115,1
0,116,0
0,117,1
0,118,0
0,119,1
0,120,0
0,121,1
0,122,11
0,123,0
0,124,1
0,125,0
0,126,1
0,127,11
0,128,0
0,129,11
0,130,1
0,131,0
0,132,1
0,133,11
0,134,0
0,135,1
0,136,0
0,137,11
0,138,1
0,139,0
0,140,1
0,141,0
0,142,1
0,143,10
0,144,1
0,145,0
0,146,1
0,147,0
0,148,1
0,149,0
0,150,1
0,151,0
0,152,1
0,153,0
0,154,11
0,155,1
0,156,0
0,157,11
0,158,1
0,159,0
0,160,1
0,161,0
0,162,1
0,163,11
0,164,0
0,165,1
0,166,0
0,167,11
0,168,1
0,169,0
0,170,1
0,171,0
0,172,1
0,173,0
0,174,11
0,175,1
0,176,0
0,177,1
0,178,0
0,179,10
0,180,0
0,181,1
0,182,0
0,183,11
