Sequence,Event,EventCat
0,0,0
0,1,11
0,2,2
0,3,0
0,4,2
0,5,0
0,6,2
0,7,0
0,8,2
0,9,0
0,10,2
0,11,0
0,12,2
0,13,0
0,14,2
0,15,0
0,16,2
0,17,0
0,18,2
0,19,11
0,20,0
0,21,2
0,22,0
0,23,11
0,24,2
0,25,11
0,26,0
0,27,11
0,28,2
0,29,0
0,30,2
0,31,0
0,32,2
0,33,0
0,34,2
0,35,11
0,36,0
0,37,2
0,38,0
0,39,2
0,40,0
0,41,11
0,42,2
0,43,0
0,44,2
0,45,0
0,46,11
0,47,2
0,48,0
0,49,2
0,50,0
0,51,2
0,52,0
0,53,2
0,54,0
0,55,2
0,56,11
0,57,0
0,58,11
0,59,2
0,60,11
0,61,0
0,62,11
0,63,1
0,64,11
0,65,0
0,66,11
0,67,1
0,68,11
0,69,10
0,70,1
0,71,0
0,72,1
0,73,0
0,74,1
0,75,0
0,76,1
0,77,0
0,78,1
0,79,0
0,80,1
0,81,0
0,82,1
0,83,0
0,84,1
0,85,0
0,86,1
0,87,0
0,88,1
0,89,0
0,90,1
0,91,0
0,92,1
0,93,0
0,94,11
0,95,1
0,96,0
0,97,1
0,98,0
0,99,1
0,100,0
0,101,1
0,102,11
0,103,0
0,104,11
0,105,1
0,106,0
0,107,1
0,108,0
0,109,1
0,110,0
0,111,1
0,112,0
0,113,11
0,114,1
0,115,11
0,116,0
0,117,1
0,118,10
0,119,1
0,120,0
0,121,2
0,122,0
0,123,2
0,124,0
0,125,2
0,126,11
0,127,0
0,128,11
0,129,2
0,130,11
0,131,0
0,132,2
0,133,0
0,134,2
0,135,11
0,136,0
0,137,2
0,138,0
0,139,2
0,140,0
0,141,2
0,142,0
0,143,2
0,144,0
0,145,11
0,146,2
0,147,0
0,148,2
0,149,0
0,150,2
0,151,0
0,152,2
0,153,11
0,154,0
0,155,2
0,156,0
0,157,2
0,158,11
0,159,0
0,160,11
0,161,2
0,162,0
0,163,2
0,164,0
0,165,2
0,166,0
0,167,11
0,168,2
0,169,0
0,170,2
0,171,11
0,172,0
0,173,9
0,174,0
0,175,2
0,176,0
0,177,2
0,178,0
0,179,2
0,180,0
0,181,11
0,182,1
0,183,11
0,184,0
0,185,1
0,186,0
0,187,1
0,188,0
0,189,1
0,190,11
0,191,0
0,192,1
0,193,0
0,194,1
0,195,0
0,196,1
0,197,0
0,198,1
0,199,0
0,200,11
0,201,1
0,202,0
0,203,11
0,204,1
0,205,0
0,206,1
0,207,0
0,208,1
0,209,0
0,210,1
0,211,0
