Sequence,Event,EventCat
0,0,0
0,1,1
0,2,0
0,3,1
0,4,0
0,5,1
0,6,11
0,7,0
0,8,11
0,9,1
0,10,0
0,11,1
0,12,0
0,13,1
0,14,11
0,15,0
0,16,1
0,17,0
0,18,1
0,19,11
0,20,0
0,21,1
0,22,11
0,23,0
0,24,1
0,25,0
0,26,1
0,27,0
0,28,1
0,29,0
0,30,1
0,31,0
0,32,1
0,33,0
0,34,1
0,35,0
0,36,11
0,37,1
0,38,0
0,39,11
0,40,1
0,41,0
0,42,1
0,43,0
0,44,1
0,45,11
0,46,0
0,47,1
0,48,0
0,49,1
0,50,0
0,51,1
0,52,0
0,53,11
0,54,1
0,55,0
0,56,1
0,57,11
0,58,0
0,59,1
0,60,0
0,61,1
0,62,0
0,63,1
0,64,0
0,65,1
0,66,11
0,67,0
0,68,1
0,69,11
0,70,0
0,71,1
0,72,11
0,73,0
0,74,1
0,75,0
0,76,1
0,77,0
0,78,11
0,79,1
0,80,0
0,81,1
0,82,0
0,83,1
0,84,0
0,85,1
0,86,0
0,87,1
0,88,11
0,89,0
0,90,1
0,91,0
0,92,1
0,93,11
0,94,0
0,95,1
0,96,0
0,97,1
0,98,11
0,99,0
0,100,10
0,101,0
0,102,1
0,103,0
0,104,1
0,105,0
0,106,1
0,107,11
0,108,0
0,109,11
0,110,1
0,111,0
0,112,1
0,113,0
0,114,1
0,115,10
0,116,11
0,117,1
0,118,0
0,119,1
0,120,0
0,121,11
0,122,1
0,123,0
0,124,1
0,125,0
0,126,1
0,127,0
0,128,1
0,129,0
0,130,1
0,131,0
0,132,1
0,133,0
0,134,1
0,135,0
0,136,1
0,137,11
0,138,0
0,139,1
0,140,0
0,141,11
0,142,1
0,143,0
0,144,11
0,145,1
0,146,11
0,147,0
0,148,1
0,149,0
0,150,11
0,151,1
0,152,0
0,153,1
0,154,10
0,155,1
0,156,11
0,157,0
0,158,1
0,159,11
0,160,0
0,161,1
0,162,0
0,163,1
0,164,0
0,165,11
0,166,1
0,167,0
0,168,1
0,169,11
0,170,0
0,171,1
0,172,0
0,173,1
0,174,0
0,175,1
0,176,0
0,177,1
0,178,0
0,179,1
0,180,0
0,181,1
0,182,0
0,183,1
