Sequence,Event,EventCat
0,0,2
0,1,0
0,2,1
0,3,0
0,4,11
0,5,1
0,6,0
0,7,1
0,8,11
0,9,0
0,10,1
0,11,0
0,12,1
0,13,0
0,14,1
0,15,0
0,16,11
0,17,1
0,18,11
0,19,2
0,20,0
0,21,1
0,22,0
0,23,1
0,24,0
0,25,1
0,26,11
0,27,0
0,28,1
0,29,0
0,30,11
0,31,1
0,32,0
0,33,1
0,34,0
0,35,11
0,36,1
0,37,2
0,38,11
0,39,0
0,40,1
0,41,0
0,42,11
0,43,1
0,44,0
0,45,1
0,46,0
0,47,1
0,48,0
0,49,1
0,50,0
0,51,1
0,52,11
0,53,0
0,54,1
0,55,2
0,56,0
0,57,1
0,58,0
0,59,1
0,60,0
0,61,1
0,62,0
0,63,10
0,64,0
0,65,1
0,66,11
0,67,0
0,68,11
0,69,1
0,70,11
0,71,0
0,72,1
0,73,2
0,74,0
0,75,11
0,76,1
0,77,0
0,78,1
0,79,0
0,80,1
0,81,0
0,82,1
0,83,11
0,84,0
0,85,1
0,86,0
0,87,1
0,88,0
0,89,1
0,90,2
0,91,0
0,92,1
0,93,0
0,94,1
0,95,0
0,96,11
0,97,1
0,98,0
0,99,11
0,100,1
0,101,11
0,102,0
0,103,1
0,104,0
0,105,1
0,106,0
0,107,1
0,108,11
0,109,2
0,110,0
0,111,1
0,112,0
0,113,1
0,114,0
0,115,1
0,116,0
0,117,11
0,118,1
0,119,0
0,120,1
0,121,0
0,122,1
0,123,0
0,124,1
0,125,11
0,126,2
0,127,0
0,128,11
0,129,1
0,130,0
0,131,11
0,132,1
0,133,10
0,134,1
0,135,0
0,136,1
0,137,0
0,138,11
0,139,1
0,140,0
0,141,1
0,142,0
0,143,1
0,144,2
0,145,0
0,146,1
0,147,11
0,148,0
0,149,1
0,150,0
0,151,11
0,152,1
0,153,0
0,154,1
0,155,0
0,156,11
0,157,1
0,158,11
0,159,0
0,160,11
0,161,1
0,162,0
0,163,1
0,164,2
0,165,0
0,166,1
0,167,0
0,168,1
0,169,0
0,170,11
0,171,10
0,172,0
0,173,1
0,174,0
0,175,1
0,176,0
0,177,1
0,178,0
0,179,1
0,180,2
0,181,0
0,182,11
0,183,1
0,184,0
0,185,1
0,186,0
0,187,11
0,188,1
0,189,0
0,190,11
0,191,1
0,192,0
0,193,11
0,194,1
0,195,0
0,196,1
0,197,0
0,198,1
0,199,2
0,200,0
0,201,1
0,202,0
0,203,1
0,204,0
0,205,1
0,206,11
0,207,0
0,208,1
0,209,0
0,210,1
0,211,0
0,212,1
0,213,0
0,214,1
0,215,2
0,216,11
0,217,0
0,218,1
0,219,11
0,220,0
0,221,1
0,222,0
0,223,1
0,224,0
0,225,11
0,226,1
0,227,10
0,228,1
0,229,11
0,230,0
0,231,1
0,232,0
0,233,1
0,234,2
0,235,0
0,236,1
0,237,0
0,238,11
0,239,1
1,0,11
1,1,0
1,2,2
1,3,0
1,4,2
1,5,0
1,6,11
1,7,2
1,8,11
1,9,0
1,10,11
1,11,2
1,12,0
1,13,2
1,14,0
1,15,2
1,16,0
1,17,2
1,18,0
1,19,2
1,20,0
1,21,2
1,22,0
1,23,2
1,24,0
1,25,2
1,26,0
1,27,2
1,28,11
1,29,0
1,30,2
1,31,0
1,32,11
1,33,2
1,34,0
1,35,2
1,36,0
1,37,11
1,38,2
1,39,0
1,40,2
1,41,0
1,42,2
1,43,0
1,44,2
1,45,0
1,46,2
1,47,0
1,48,2
1,49,11
1,50,0
1,51,2
1,52,0
1,53,11
1,54,2
1,55,0
1,56,11
1,57,2
1,58,0
1,59,2
1,60,0
1,61,1
1,62,11
1,63,0
1,64,1
1,65,11
1,66,0
1,67,1
1,68,0
1,69,1
1,70,0
1,71,1
1,72,0
1,73,11
1,74,1
1,75,0
1,76,1
1,77,0
1,78,1
1,79,0
1,80,11
1,81,1
1,82,11
1,83,0
1,84,10
1,85,0
1,86,1
1,87,0
1,88,1
1,89,0
1,90,1
1,91,11
1,92,0
1,93,1
1,94,0
1,95,1
1,96,0
1,97,1
1,98,0
1,99,11
1,100,1
1,101,0
1,102,1
1,103,0
1,104,1
1,105,0
1,106,1
1,107,0
1,108,1
1,109,11
1,110,0
1,111,1
1,112,0
1,113,11
1,114,1
1,115,0
1,116,1
1,117,0
1,118,11
1,119,1
1,120,0
1,121,2
1,122,0
1,123,2
1,124,11
1,125,0
1,126,2
1,127,0
1,128,2
1,129,0
1,130,11
1,131,2
1,132,0
1,133,2
1,134,11
1,135,0
1,136,2
1,137,0
1,138,2
1,139,0
1,140,2
1,141,11
1,142,9
1,143,2
1,144,0
1,145,2
1,146,0
1,147,2
1,148,11
1,149,0
1,150,11
1,151,2
1,152,0
1,153,2
1,154,0
1,155,2
1,156,0
1,157,2
1,158,11
1,159,0
1,160,2
1,161,11
1,162,0
1,163,2
1,164,0
1,165,2
1,166,11
1,167,0
1,168,2
1,169,0
1,170,2
1,171,11
1,172,0
1,173,2
1,174,0
1,175,2
1,176,0
1,177,2
1,178,0
1,179,2
1,180,0
1,181,1
1,182,11
1,183,0
1,184,11
1,185,1
1,186,0
1,187,1
1,188,0
1,189,11
1,190,10
1,191,0
1,192,1
1,193,0
1,194,1
1,195,0
1,196,1
1,197,0
1,198,11
1,199,1
1,200,0
1,201,1
1,202,10
1,203,11
1,204,1
1,205,0
1,206,1
1,207,0
1,208,1
1,209,0
1,210,1
1,211,0
1,212,1
1,213,0
1,214,1
1,215,0
1,216,1
1,217,0
1,218,11
1,219,1
1,220,11
1,221,0
1,222,1
1,223,0
1,224,1
1,225,0
1,226,11
1,227,1
1,228,0
1,229,1
1,230,11
1,231,0
1,232,1
1,233,0
1,234,1
1,235,0
1,236,1
1,237,0
1,238,11
1,239,1
2,0,0
2,1,11
2,2,2
2,3,0
2,4,2
2,5,11
2,6,0
2,7,2
2,8,0
2,9,2
2,10,0
2,11,2
2,12,0
2,13,11
2,14,2
2,15,0
2,16,2
2,17,0
2,18,2
2,19,0
2,20,2
2,21,0
2,22,11
2,23,2
2,24,0
2,25,2
2,26,11
2,27,0
2,28,2
2,29,0
2,30,2
2,31,0
2,32,2
2,33,0
2,34,2
2,35,0
2,36,11
2,37,2
