Sequence,Event,EventCat
0,0,0
0,1,1
0,2,11
0,3,0
0,4,11
0,5,1
0,6,0
0,7,1
0,8,11
0,9,0
0,10,1
0,11,0
0,12,1
0,13,0
0,14,1
0,15,0
0,16,1
0,17,11
0,18,0
0,19,1
0,20,0
0,21,1
0,22,0
0,23,1
0,24,0
0,25,11
0,26,1
0,27,0
0,28,1
0,29,0
0,30,11
0,31,1
0,32,0
0,33,1
0,34,0
0,35,1
0,36,0
0,37,1
0,38,0
0,39,11
0,40,1
0,41,0
0,42,1
0,43,0
0,44,1
0,45,0
0,46,11
0,47,1
0,48,0
0,49,1
0,50,11
0,51,0
0,52,1
0,53,0
0,54,1
0,55,0
0,56,11
0,57,1
0,58,0
0,59,1
0,60,0
0,61,1
0,62,0
0,63,1
0,64,11
0,65,0
0,66,1
0,67,0
0,68,11
0,69,1
0,70,0
0,71,1
0,72,0
0,73,1
0,74,11
0,75,0
0,76,11
0,77,1
0,78,0
0,79,1
0,80,0
0,81,1
0,82,0
0,83,1
0,84,0
0,85,11
0,86,1
0,87,0
0,88,1
0,89,10
0,90,1
0,91,0
0,92,1
0,93,0
0,94,1
0,95,0
0,96,11
0,97,1
0,98,11
0,99,0
0,100,1
0,101,0
0,102,1
0,103,11
0,104,0
0,105,1
0,106,0
0,107,1
0,108,0
0,109,1
0,110,0
0,111,1
0,112,0
0,113,1
0,114,11
0,115,0
0,116,11
0,117,1
0,118,0
0,119,1
0,120,0
0,121,1
0,122,11
0,123,0
0,124,1
0,125,0
0,126,1
0,127,0
0,128,1
0,129,11
0,130,0
0,131,1
0,132,11
0,133,0
0,134,1
0,135,0
0,136,1
0,137,10
0,138,1
0,139,0
0,140,1
0,141,0
0,142,1
0,143,11
0,144,0
0,145,1
0,146,0
0,147,11
0,148,1
0,149,0
0,150,1
0,151,0
0,152,1
0,153,0
0,154,1
0,155,10
0,156,1
0,157,0
0,158,1
0,159,0
0,160,1
0,161,0
0,162,11
0,163,1
0,164,11
0,165,0
0,166,11
0,167,1
0,168,0
0,169,1
0,170,0
0,171,11
0,172,1
0,173,0
0,174,1
0,175,11
0,176,0
0,177,1
0,178,0
0,179,1
0,180,0
0,181,1
0,182,0
0,183,11
