Sequence,Event,EventCat
0,0,11
0,1,0
0,2,1
0,3,0
0,4,1
0,5,0
0,6,1
0,7,0
0,8,1
0,9,0
0,10,1
0,11,0
0,12,1
0,13,0
0,14,1
0,15,11
0,16,0
0,17,1
0,18,0
0,19,1
0,20,0
0,21,1
0,22,11
0,23,0
0,24,1
0,25,0
0,26,11
0,27,1
0,28,11
0,29,0
0,30,1
0,31,11
0,32,0
0,33,1
0,34,0
0,35,11
0,36,1
0,37,11
0,38,0
0,39,1
0,40,0
0,41,1
0,42,0
0,43,1
0,44,0
0,45,11
0,46,1
0,47,0
0,48,1
0,49,0
0,50,1
0,51,0
0,52,1
0,53,0
0,54,1
0,55,11
0,56,0
0,57,1
0,58,0
0,59,1
0,60,0
0,61,11
0,62,1
0,63,0
0,64,1
0,65,0
0,66,1
0,67,0
0,68,1
0,69,0
0,70,1
0,71,0
0,72,1
0,73,11
0,74,0
0,75,1
0,76,11
0,77,0
0,78,1
0,79,0
0,80,10
0,81,0
0,82,1
0,83,11
0,84,0
0,85,11
0,86,1
0,87,0
0,88,1
0,89,0
0,90,1
0,91,0
0,92,1
0,93,0
0,94,1
0,95,0
0,96,1
0,97,11
0,98,0
0,99,1
0,100,0
0,101,1
0,102,11
0,103,0
0,104,1
0,105,0
0,106,11
0,107,1
0,108,0
0,109,1
0,110,11
0,111,0
0,112,1
0,113,0
0,114,11
0,115,1
0,116,0
0,117,1
0,118,0
0,119,1
0,120,11
0,121,0
0,122,1
0,123,0
0,124,11
0,125,1
0,126,0
0,127,1
0,128,0
0,129,1
0,130,0
0,131,1
0,132,11
0,133,0
0,134,11
0,135,1
0,136,0
0,137,10
0,138,0
0,139,1
0,140,0
0,141,1
0,142,0
0,143,11
0,144,1
0,145,0
0,146,1
0,147,0
0,148,1
0,149,0
0,150,11
0,151,1
0,152,0
0,153,1
0,154,0
0,155,1
0,156,0
0,157,1
0,158,11
0,159,10
0,160,1
0,161,0
0,162,11
0,163,1
0,164,0
0,165,1
0,166,0
0,167,11
0,168,1
0,169,0
0,170,1
0,171,0
0,172,1
0,173,0
0,174,1
0,175,0
0,176,1
0,177,11
0,178,0
0,179,1
0,180,11
0,181,0
0,182,1
0,183,0
0,184,1
0,185,11
0,186,0
0,187,11
0,188,1
0,189,0
0,190,1
0,191,0
0,192,1
0,193,0
0,194,1
0,195,0
0,196,1
0,197,0
0,198,1
0,199,0
0,200,1
0,201,0
0,202,1
0,203,11
0,204,10
0,205,11
0,206,1
0,207,0
0,208,1
0,209,0
0,210,11
0,211,1
0,212,0
0,213,1
0,214,11
0,215,0
0,216,11
0,217,1
0,218,0
0,219,1
0,220,0
0,221,1
0,222,0
0,223,1
0,224,0
0,225,1
0,226,0
0,227,11
0,228,1
0,229,0
0,230,11
0,231,1
0,232,0
0,233,1
0,234,0
0,235,1
0,236,0
0,237,1
0,238,0
0,239,1
1,0,0
1,1,1
1,2,0
1,3,1
1,4,0
1,5,1
