Sequence,Event,EventCat
0,0,0
0,1,1
0,2,0
0,3,1
0,4,0
0,5,1
0,6,0
0,7,11
0,8,1
0,9,0
0,10,1
0,11,0
0,12,1
0,13,11
0,14,0
0,15,11
0,16,1
0,17,11
0,18,0
0,19,1
0,20,0
0,21,1
0,22,0
0,23,1
0,24,0
0,25,1
0,26,11
0,27,0
0,28,1
0,29,0
0,30,1
0,31,11
0,32,0
0,33,1
0,34,0
0,35,11
0,36,1
0,37,0
0,38,1
0,39,11
0,40,0
0,41,11
0,42,1
0,43,0
0,44,11
0,45,1
0,46,0
0,47,1
0,48,0
0,49,1
0,50,0
0,51,1
0,52,0
0,53,1
0,54,0
0,55,1
0,56,0
0,57,1
0,58,0
0,59,1
0,60,0
0,61,1
0,62,11
0,63,0
0,64,10
0,65,11
0,66,0
0,67,1
0,68,0
0,69,1
0,70,0
0,71,1
0,72,0
0,73,11
0,74,1
0,75,11
0,76,0
0,77,1
0,78,0
0,79,1
0,80,0
0,81,1
0,82,0
0,83,1
0,84,0
0,85,1
0,86,0
0,87,1
0,88,11
0,89,0
0,90,1
0,91,11
0,92,0
0,93,1
0,94,11
0,95,0
0,96,1
0,97,0
0,98,1
0,99,0
0,100,11
0,101,1
0,102,0
0,103,1
0,104,0
0,105,1
0,106,11
0,107,0
0,108,10
0,109,0
0,110,1
0,111,0
0,112,11
0,113,1
0,114,0
0,115,1
0,116,0
0,117,1
0,118,0
0,119,1
0,120,11
0,121,0
0,122,1
0,123,0
0,124,1
0,125,0
0,126,11
0,127,1
0,128,0
0,129,1
0,130,0
0,131,1
0,132,0
0,133,11
0,134,1
0,135,0
0,136,1
0,137,0
0,138,1
0,139,0
0,140,11
0,141,1
0,142,0
0,143,1
0,144,0
0,145,1
0,146,0
0,147,1
0,148,11
0,149,0
0,150,1
0,151,11
0,152,0
0,153,1
0,154,0
0,155,1
0,156,0
0,157,11
0,158,1
0,159,0
0,160,11
0,161,1
0,162,0
0,163,1
0,164,0
0,165,10
0,166,0
0,167,1
0,168,0
0,169,1
0,170,0
0,171,1
0,172,0
0,173,11
0,174,1
0,175,0
0,176,1
0,177,11
0,178,0
0,179,1
0,180,0
0,181,1
0,182,0
0,183,1
