Sequence,Event,EventCat
0,0,0
0,1,1
0,2,0
0,3,1
0,4,11
0,5,0
0,6,1
0,7,0
0,8,1
0,9,0
0,10,1
0,11,0
0,12,1
0,13,0
0,14,1
0,15,0
0,16,1
0,17,0
0,18,1
0,19,0
0,20,11
0,21,1
0,22,0
0,23,11
0,24,1
0,25,11
0,26,0
0,27,11
0,28,1
0,29,0
0,30,1
0,31,0
0,32,1
0,33,11
0,34,0
0,35,11
0,36,1
0,37,0
0,38,1
0,39,0
0,40,1
0,41,0
0,42,1
0,43,0
0,44,1
0,45,11
0,46,0
0,47,1
0,48,0
0,49,1
0,50,11
0,51,0
0,52,11
0,53,1
0,54,0
0,55,1
0,56,0
0,57,1
0,58,0
0,59,1
0,60,0
0,61,1
0,62,0
0,63,1
0,64,11
0,65,0
0,66,11
0,67,1
0,68,0
0,69,11
0,70,1
0,71,0
0,72,1
0,73,10
0,74,1
0,75,0
0,76,1
0,77,0
0,78,1
0,79,0
0,80,1
0,81,11
0,82,0
0,83,1
0,84,11
0,85,0
0,86,1
0,87,0
0,88,1
0,89,0
0,90,11
0,91,1
0,92,11
0,93,0
0,94,1
0,95,0
0,96,1
0,97,11
0,98,0
0,99,1
0,100,0
0,101,1
0,102,0
0,103,11
0,104,1
0,105,0
0,106,1
0,107,0
0,108,1
0,109,0
0,110,1
0,111,0
0,112,1
0,113,10
0,114,1
0,115,11
0,116,0
0,117,1
0,118,0
0,119,1
0,120,11
0,121,0
0,122,1
0,123,0
0,124,1
0,125,0
0,126,11
0,127,1
0,128,11
0,129,0
0,130,1
0,131,11
0,132,0
0,133,1
0,134,0
0,135,1
0,136,0
0,137,1
0,138,11
0,139,0
0,140,1
0,141,0
0,142,1
0,143,0
0,144,1
0,145,0
0,146,1
0,147,0
0,148,1
0,149,0
0,150,11
0,151,1
0,152,0
0,153,1
0,154,11
0,155,0
0,156,1
0,157,0
0,158,11
0,159,1
0,160,0
0,161,1
0,162,0
0,163,1
0,164,11
0,165,0
0,166,1
0,167,0
0,168,1
0,169,0
0,170,1
0,171,0
0,172,1
0,173,0
0,174,1
0,175,11
0,176,0
0,177,1
0,178,0
0,179,1
0,180,0
0,181,10
0,182,0
0,183,1
